payment_id,loan_id,due_date,paid_date,amount_due,amount_paid,principal_component,interest_component,late_fee,status
1021,77,2023-03-09,2023-03-14,572.98,572.98,264.12,308.86,41.46,late
1022,77,2023-04-08,2023-04-08,572.98,572.98,356.19,216.79,0.0,paid
1023,78,2022-05-14,2022-05-15,2392.19,2392.19,1391.29,1000.9,31.24,late
1024,78,2022-06-13,2022-06-13,2392.19,2392.19,1282.08,1110.11,0.0,paid
1025,78,2022-07-13,,2392.19,,,,20.11,missed
1026,78,2022-08-12,2022-08-20,2392.19,2392.19,1176.98,1215.21,49.19,late
1027,78,2022-09-11,2022-09-11,2392.19,2392.19,1312.77,1079.42,0.0,on_time
1028,78,2022-10-11,2022-10-11,2392.19,2392.19,1835.22,556.97,0.0,on_time
1029,78,2022-11-10,2022-11-28,2392.19,2392.19,1767.03,625.16,43.27,late
1030,79,2022-01-05,2022-01-05,751.43,751.43,586.36,165.07,0.0,paid
1031,79,2022-02-04,2022-02-04,751.43,751.43,487.09,264.34,0.0,paid
1032,79,2022-03-06,,751.43,,,,49.05,missed
1033,79,2022-04-05,2022-04-05,751.43,751.43,500.68,250.75,0.0,on_time
1034,79,2022-05-05,2022-05-05,751.43,751.43,532.05,219.38,0.0,paid
1035,79,2022-06-04,2022-06-04,751.43,751.43,392.49,358.94,0.0,on_time
1036,79,2022-07-04,2022-07-04,751.43,751.43,519.73,231.7,0.0,paid
1037,79,2022-08-03,2022-08-03,751.43,751.43,378.81,372.62,0.0,paid
1038,79,2022-09-02,2022-09-02,751.43,751.43,509.2,242.23,0.0,on_time
1039,79,2022-10-02,2022-10-02,751.43,751.43,409.81,341.62,0.0,on_time
1040,79,2022-11-01,2022-11-01,751.43,751.43,345.43,406.0,0.0,paid
1041,79,2022-12-01,2022-12-01,751.43,751.43,405.13,346.3,0.0,on_time
1042,79,2022-12-31,,751.43,,,,42.96,missed
1043,79,2023-01-30,2023-02-01,751.43,751.43,351.81,399.62,74.3,late
1044,79,2023-03-01,2023-03-01,751.43,751.43,571.15,180.28,0.0,paid
1045,79,2023-03-31,2023-03-31,751.43,751.43,571.1,180.33,0.0,paid
1046,79,2023-04-30,2023-04-30,751.43,751.43,437.21,314.22,0.0,on_time
1047,80,2024-12-15,2024-12-15,397.02,397.02,196.76,200.26,0.0,paid
1048,80,2025-01-14,2025-01-24,397.02,397.02,246.74,150.28,45.21,late
1049,80,2025-02-13,2025-02-13,397.02,397.02,297.68,99.34,0.0,on_time
1050,80,2025-03-15,2025-04-02,397.02,397.02,274.53,122.49,36.51,late
1051,80,2025-04-14,2025-04-14,397.02,397.02,238.74,158.28,0.0,on_time
1052,80,2025-05-14,,397.02,,,,61.87,missed
1053,80,2025-06-13,,397.02,,,,19.69,missed
1054,80,2025-07-13,2025-07-13,397.02,397.02,315.81,81.21,0.0,on_time
1055,80,2025-08-12,,397.02,,,,62.98,missed
1056,80,2025-09-11,2025-09-11,397.02,397.02,210.91,186.11,0.0,paid
1057,80,2025-10-11,2025-10-11,397.02,397.02,235.41,161.61,0.0,on_time
1058,80,2025-11-10,2025-11-10,397.02,397.02,241.0,156.02,0.0,on_time
1059,80,2025-12-10,2025-12-18,397.02,397.02,209.67,187.35,70.39,late
1060,80,2026-01-09,2026-01-09,397.02,397.02,294.2,102.82,0.0,paid
1061,80,2026-02-08,2026-02-08,397.02,397.02,307.18,89.84,0.0,paid
1062,80,2026-03-10,2026-03-10,397.02,397.02,233.39,163.63,0.0,on_time
1063,80,2026-04-09,2026-04-09,397.02,397.02,289.37,107.65,0.0,paid
1064,80,2026-05-09,2026-05-09,397.02,397.02,279.39,117.63,0.0,paid
1065,81,2018-04-05,2018-04-05,875.34,875.34,439.39,435.95,0.0,on_time
1066,81,2018-05-05,2018-05-05,875.34,875.34,658.41,216.93,0.0,on_time
1067,81,2018-06-04,2018-06-04,875.34,875.34,529.07,346.27,0.0,paid
1068,81,2018-07-04,2018-07-04,875.34,875.34,650.04,225.3,0.0,on_time
1069,81,2018-08-03,2018-08-03,875.34,875.34,693.43,181.91,0.0,paid
1070,81,2018-09-02,2018-09-02,875.34,875.34,692.7,182.64,0.0,paid
1071,81,2018-10-02,2018-10-04,875.34,875.34,609.02,266.32,35.99,late
1072,81,2018-11-01,2018-11-01,875.34,875.34,544.13,331.21,0.0,on_time
1073,81,2018-12-01,2018-12-01,875.34,875.34,393.38,481.96,0.0,on_time
1074,81,2018-12-31,2018-12-31,875.34,875.34,456.29,419.05,0.0,paid
1075,81,2019-01-30,2019-01-30,875.34,875.34,377.28,498.06,0.0,paid
1076,81,2019-03-01,2019-03-01,875.34,875.34,440.46,434.88,0.0,paid
1077,81,2019-03-31,2019-03-31,875.34,875.34,545.17,330.17,0.0,on_time
1078,82,2016-10-07,2016-10-07,3256.47,3256.47,1470.28,1786.19,0.0,paid
1079,82,2016-11-06,2016-11-06,3256.47,3256.47,2028.26,1228.21,0.0,on_time
1080,82,2016-12-06,2016-12-08,3256.47,3256.47,2304.93,951.54,22.22,late
1081,82,2017-01-05,2017-01-05,3256.47,3256.47,1327.7,1928.77,0.0,on_time
1082,82,2017-02-04,2017-02-04,3256.47,3256.47,1743.16,1513.31,0.0,on_time
1083,82,2017-03-06,2017-03-06,3256.47,3256.47,1843.18,1413.29,0.0,paid
1084,82,2017-04-05,2017-04-05,3256.47,3256.47,2409.37,847.1,0.0,on_time
1085,82,2017-05-05,2017-05-05,3256.47,3256.47,1780.66,1475.81,0.0,paid
1086,82,2017-06-04,2017-06-04,3256.47,3256.47,2156.97,1099.5,0.0,paid
1087,82,2017-07-04,2017-07-04,3256.47,3256.47,1813.68,1442.79,0.0,on_time
1088,82,2017-08-03,2017-08-14,3256.47,3256.47,2235.34,1021.13,68.8,late
1089,82,2017-09-02,2017-09-02,3256.47,3256.47,2079.85,1176.62,0.0,paid
1090,82,2017-10-02,2017-10-02,3256.47,3256.47,1907.34,1349.13,0.0,paid
1091,82,2017-11-01,2017-11-01,3256.47,3256.47,1684.15,1572.32,0.0,on_time
1092,82,2017-12-01,2017-12-01,3256.47,3256.47,2575.04,681.43,0.0,paid
1093,82,2017-12-31,2018-01-03,3256.47,3256.47,1303.59,1952.88,57.27,late
1094,83,2020-01-11,,595.73,,,,46.85,missed
1095,83,2020-02-10,2020-02-10,595.73,595.73,457.64,138.09,0.0,paid
1096,83,2020-03-11,2020-03-11,595.73,595.73,266.02,329.71,0.0,on_time
1097,83,2020-04-10,,595.73,,,,47.49,missed
1098,83,2020-05-10,,595.73,,,,74.16,missed
1099,83,2020-06-09,2020-06-09,595.73,595.73,304.63,291.1,0.0,paid
1100,83,2020-07-09,,595.73,,,,51.07,missed
1101,83,2020-08-08,2020-08-08,595.73,595.73,295.13,300.6,0.0,on_time
1102,83,2020-09-07,2020-09-07,595.73,595.73,327.54,268.19,0.0,on_time
1103,83,2020-10-07,2020-10-07,595.73,595.73,408.35,187.38,0.0,paid
1104,83,2020-11-06,2020-11-06,595.73,595.73,444.79,150.94,0.0,paid
1105,83,2020-12-06,,595.73,,,,31.92,missed
1106,83,2021-01-05,2021-01-05,595.73,595.73,319.59,276.14,0.0,on_time
1107,83,2021-02-04,2021-02-04,595.73,595.73,458.83,136.9,0.0,paid
1108,83,2021-03-06,2021-03-06,595.73,595.73,439.71,156.02,0.0,on_time
1109,83,2021-04-05,2021-04-05,595.73,595.73,313.22,282.51,0.0,on_time
1110,83,2021-05-05,2021-05-05,595.73,595.73,282.15,313.58,0.0,paid
1111,83,2021-06-04,2021-06-04,595.73,595.73,470.85,124.88,0.0,on_time
1112,83,2021-07-04,2021-07-04,595.73,595.73,271.3,324.43,0.0,paid
1113,84,2022-05-30,2022-05-30,1240.17,1240.17,823.92,416.25,0.0,paid
1114,84,2022-06-29,2022-06-29,1240.17,1240.17,967.45,272.72,0.0,paid
1115,84,2022-07-29,2022-07-29,1240.17,1240.17,548.92,691.25,0.0,paid
1116,84,2022-08-28,2022-09-07,1240.17,1240.17,991.7,248.47,18.9,late
1117,84,2022-09-27,2022-09-27,1240.17,1240.17,548.26,691.91,0.0,paid
1118,84,2022-10-27,2022-10-27,1240.17,1240.17,750.3,489.87,0.0,on_time
1119,84,2022-11-26,2022-11-26,1240.17,1240.17,923.67,316.5,0.0,paid
1120,84,2022-12-26,2022-12-26,1240.17,1240.17,637.82,602.35,0.0,paid
1121,84,2023-01-25,2023-01-25,1240.17,1240.17,748.79,491.38,0.0,on_time
1122,84,2023-02-24,2023-02-24,1240.17,1240.17,501.37,738.8,0.0,on_time
1123,84,2023-03-26,2023-03-27,1240.17,1240.17,833.92,406.25,72.8,late
1124,84,2023-04-25,,1240.17,,,,31.88,missed
1125,84,2023-05-25,2023-05-25,1240.17,1240.17,839.75,400.42,0.0,on_time
1126,84,2023-06-24,2023-06-24,1240.17,1240.17,903.02,337.15,0.0,paid
1127,84,2023-07-24,2023-07-24,1240.17,1240.17,563.16,677.01,0.0,paid
1128,84,2023-08-23,2023-08-23,1240.17,1240.17,828.94,411.23,0.0,paid
1129,84,2023-09-22,2023-09-30,1240.17,1240.17,731.56,508.61,67.67,late
1130,84,2023-10-22,2023-10-23,1240.17,1240.17,884.17,356.0,33.9,late
1131,84,2023-11-21,2023-12-06,1240.17,1240.17,753.45,486.72,24.86,late
1132,84,2023-12-21,2024-01-09,1240.17,1240.17,986.02,254.15,48.67,late
1133,85,2017-07-10,2017-07-10,239.36,239.36,190.08,49.28,0.0,paid
1134,85,2017-08-09,2017-08-09,239.36,239.36,100.46,138.9,0.0,on_time
1135,85,2017-09-08,2017-09-08,239.36,239.36,135.9,103.46,0.0,paid
1136,85,2017-10-08,2017-10-08,239.36,239.36,107.39,131.97,0.0,paid
1137,85,2017-11-07,2017-11-07,239.36,239.36,117.33,122.03,0.0,on_time
1138,85,2017-12-07,2017-12-07,239.36,239.36,180.96,58.4,0.0,on_time
1139,85,2018-01-06,2018-01-06,239.36,239.36,140.18,99.18,0.0,paid
1140,85,2018-02-05,2018-02-05,239.36,239.36,165.4,73.96,0.0,on_time
1141,85,2018-03-07,2018-03-07,239.36,239.36,136.66,102.7,0.0,paid
1142,85,2018-04-06,2018-04-06,239.36,239.36,96.56,142.8,0.0,paid
1143,85,2018-05-06,2018-05-15,239.36,239.36,125.85,113.51,58.64,late
1144,85,2018-06-05,2018-06-05,239.36,239.36,164.41,74.95,0.0,on_time
1145,85,2018-07-05,2018-07-05,239.36,239.36,122.78,116.58,0.0,on_time
1146,85,2018-08-04,2018-08-20,239.36,239.36,104.14,135.22,17.03,late
1147,85,2018-09-03,2018-09-03,239.36,239.36,106.78,132.58,0.0,paid
1148,85,2018-10-03,2018-10-23,239.36,239.36,105.3,134.06,70.5,late
1149,85,2018-11-02,2018-11-14,239.36,239.36,162.99,76.37,28.92,late
1150,85,2018-12-02,2018-12-02,239.36,239.36,108.37,130.99,0.0,paid
1151,85,2019-01-01,2019-01-01,239.36,239.36,152.4,86.96,0.0,on_time
1152,85,2019-01-31,2019-01-31,239.36,239.36,163.11,76.25,0.0,on_time
1153,85,2019-03-02,2019-03-02,239.36,239.36,129.96,109.4,0.0,paid
1154,85,2019-04-01,2019-04-01,239.36,239.36,151.36,88.0,0.0,on_time
1155,85,2019-05-01,2019-05-01,239.36,239.36,116.76,122.6,0.0,on_time
1156,86,2016-12-20,2016-12-20,1389.19,1389.19,1011.6,377.59,0.0,on_time
1157,86,2017-01-19,2017-01-19,1389.19,1389.19,847.62,541.57,0.0,on_time
1158,86,2017-02-18,2017-02-18,1389.19,1389.19,858.82,530.37,0.0,paid
1159,86,2017-03-20,2017-03-20,1389.19,1389.19,672.37,716.82,0.0,on_time
1160,86,2017-04-19,2017-04-19,1389.19,1389.19,849.16,540.03,0.0,on_time
1161,86,2017-05-19,2017-05-19,1389.19,1389.19,955.29,433.9,0.0,on_time
1162,86,2017-06-18,2017-06-18,1389.19,1389.19,1026.26,362.93,0.0,paid
1163,86,2017-07-18,2017-07-18,1389.19,1389.19,576.09,813.1,0.0,paid
1164,86,2017-08-17,2017-08-17,1389.19,1389.19,1052.55,336.64,0.0,paid
1165,86,2017-09-16,2017-09-16,1389.19,1389.19,578.11,811.08,0.0,on_time
1166,86,2017-10-16,2017-10-16,1389.19,1389.19,955.9,433.29,0.0,paid
1167,86,2017-11-15,2017-11-15,1389.19,1389.19,889.68,499.51,0.0,on_time
1168,86,2017-12-15,2017-12-17,1389.19,1389.19,599.39,789.8,17.45,late
1169,86,2018-01-14,2018-01-14,1389.19,1389.19,720.41,668.78,0.0,on_time
1170,86,2018-02-13,2018-02-13,1389.19,1389.19,665.59,723.6,0.0,paid
1171,87,2016-03-31,2016-03-31,1197.66,1197.66,909.47,288.19,0.0,on_time
1172,87,2016-04-30,2016-04-30,1197.66,1197.66,662.52,535.14,0.0,paid
1173,87,2016-05-30,,1197.66,,,,51.58,missed
1174,87,2016-06-29,2016-06-29,1197.66,1197.66,723.96,473.7,0.0,paid
1175,87,2016-07-29,2016-07-29,1197.66,1197.66,777.55,420.11,0.0,on_time
1176,87,2016-08-28,2016-08-28,1197.66,1197.66,534.81,662.85,0.0,on_time
1177,87,2016-09-27,2016-09-27,1197.66,1197.66,667.43,530.23,0.0,paid
1178,87,2016-10-27,2016-10-27,1197.66,1197.66,522.28,675.38,0.0,on_time
1179,88,2016-07-18,2016-07-18,404.33,404.33,278.39,125.94,0.0,paid
1180,88,2016-08-17,2016-08-28,404.33,404.33,276.81,127.52,45.88,late
1181,88,2016-09-16,2016-10-06,404.33,404.33,194.34,209.99,74.15,late
1182,88,2016-10-16,2016-11-05,404.33,404.33,256.94,147.39,62.96,late
1183,88,2016-11-15,2016-11-15,404.33,404.33,240.62,163.71,0.0,paid
1184,88,2016-12-15,2016-12-15,404.33,404.33,262.29,142.04,0.0,on_time
1185,88,2017-01-14,2017-01-14,404.33,404.33,282.73,121.6,0.0,on_time
1186,88,2017-02-13,2017-02-13,404.33,404.33,195.44,208.89,0.0,on_time
1187,88,2017-03-15,,404.33,,,,58.35,missed
1188,88,2017-04-14,2017-04-14,404.33,404.33,175.49,228.84,0.0,on_time
1189,88,2017-05-14,2017-05-22,404.33,404.33,194.26,210.07,70.46,late
1190,88,2017-06-13,2017-06-20,404.33,404.33,205.94,198.39,38.02,late
1191,89,2017-02-07,2017-02-07,1549.66,1549.66,908.65,641.01,0.0,on_time
1192,89,2017-03-09,2017-03-24,1549.66,1549.66,979.1,570.56,65.55,late
1193,89,2017-04-08,2017-04-08,1549.66,1549.66,1096.88,452.78,0.0,paid
1194,89,2017-05-08,,1549.66,,,,46.01,missed
1195,89,2017-06-07,2017-06-07,1549.66,1549.66,1104.02,445.64,0.0,paid
1196,89,2017-07-07,,1549.66,,,,67.97,missed
1197,89,2017-08-06,2017-08-06,1549.66,1549.66,776.33,773.33,0.0,on_time
1198,89,2017-09-05,2017-09-05,1549.66,1549.66,694.1,855.56,0.0,paid
1199,89,2017-10-05,,1549.66,,,,52.62,missed
1200,89,2017-11-04,2017-11-04,1549.66,1549.66,1190.89,358.77,0.0,paid
1201,89,2017-12-04,2017-12-19,1549.66,1549.66,801.36,748.3,64.59,late
1202,90,2018-05-04,2018-05-16,809.23,809.23,389.91,419.32,27.07,late
1203,90,2018-06-03,2018-06-07,809.23,809.23,351.94,457.29,44.47,late
1204,90,2018-07-03,2018-07-03,809.23,809.23,347.21,462.02,0.0,paid
1205,91,2020-06-17,2020-06-17,443.06,443.06,340.11,102.95,0.0,on_time
1206,91,2020-07-17,2020-07-17,443.06,443.06,270.37,172.69,0.0,on_time
1207,91,2020-08-16,2020-08-16,443.06,443.06,319.48,123.58,0.0,on_time
1208,91,2020-09-15,2020-09-15,443.06,443.06,236.81,206.25,0.0,paid
1209,91,2020-10-15,2020-10-28,443.06,443.06,350.91,92.15,44.95,late
1210,91,2020-11-14,2020-11-24,443.06,443.06,325.59,117.47,17.42,late
1211,91,2020-12-14,2020-12-14,443.06,443.06,285.65,157.41,0.0,on_time
1212,91,2021-01-13,2021-01-13,443.06,443.06,338.03,105.03,0.0,on_time
1213,91,2021-02-12,,443.06,,,,20.57,missed
1214,91,2021-03-14,2021-03-14,443.06,443.06,287.38,155.68,0.0,paid
1215,91,2021-04-13,2021-04-13,443.06,443.06,307.24,135.82,0.0,paid
1216,91,2021-05-13,2021-05-13,443.06,443.06,251.89,191.17,0.0,paid
1217,91,2021-06-12,2021-06-12,443.06,443.06,268.91,174.15,0.0,on_time
1218,91,2021-07-12,2021-07-12,443.06,443.06,298.24,144.82,0.0,paid
1219,91,2021-08-11,2021-08-11,443.06,443.06,178.65,264.41,0.0,on_time
1220,91,2021-09-10,2021-09-10,443.06,443.06,335.86,107.2,0.0,paid
1221,91,2021-10-10,2021-10-10,443.06,443.06,350.01,93.05,0.0,paid
1222,92,2019-06-01,2019-06-01,629.96,629.96,417.57,212.39,0.0,on_time
1223,92,2019-07-01,2019-07-01,629.96,629.96,348.41,281.55,0.0,paid
1224,92,2019-07-31,2019-07-31,629.96,629.96,439.68,190.28,0.0,on_time
1225,92,2019-08-30,2019-09-18,629.96,629.96,295.63,334.33,32.4,late
1226,92,2019-09-29,2019-09-29,629.96,629.96,434.0,195.96,0.0,on_time
1227,92,2019-10-29,2019-10-29,629.96,629.96,379.29,250.67,0.0,on_time
1228,93,2023-05-23,2023-05-23,330.97,330.97,249.65,81.32,0.0,paid
1229,93,2023-06-22,2023-06-22,330.97,330.97,246.92,84.05,0.0,paid
1230,93,2023-07-22,2023-07-22,330.97,330.97,233.74,97.23,0.0,paid
1231,93,2023-08-21,2023-08-21,330.97,330.97,236.48,94.49,0.0,on_time
1232,93,2023-09-20,2023-09-20,330.97,330.97,212.08,118.89,0.0,on_time
1233,94,2019-09-08,2019-09-26,855.86,855.86,681.59,174.27,71.94,late
1234,94,2019-10-08,2019-10-08,855.86,855.86,615.76,240.1,0.0,paid
1235,94,2019-11-07,2019-11-07,855.86,855.86,501.42,354.44,0.0,on_time
1236,94,2019-12-07,2019-12-15,855.86,855.86,512.05,343.81,69.46,late
1237,94,2020-01-06,2020-01-06,855.86,855.86,675.31,180.55,0.0,paid
1238,94,2020-02-05,2020-02-05,855.86,855.86,612.0,243.86,0.0,paid
1239,94,2020-03-06,2020-03-16,855.86,855.86,629.57,226.29,54.57,late
1240,94,2020-04-05,2020-04-05,855.86,855.86,469.95,385.91,0.0,paid
1241,94,2020-05-05,,855.86,,,,15.69,missed
1242,94,2020-06-04,2020-06-21,855.86,855.86,408.26,447.6,62.85,late
1243,94,2020-07-04,,855.86,,,,71.85,missed
1244,94,2020-08-03,2020-08-18,855.86,855.86,403.63,452.23,66.96,late
1245,94,2020-09-02,2020-09-02,855.86,855.86,582.24,273.62,0.0,on_time
1246,94,2020-10-02,2020-10-02,855.86,855.86,462.33,393.53,0.0,paid
1247,94,2020-11-01,2020-11-01,855.86,855.86,463.27,392.59,0.0,paid
1248,94,2020-12-01,2020-12-01,855.86,855.86,657.17,198.69,0.0,paid
1249,94,2020-12-31,2021-01-20,855.86,855.86,482.56,373.3,36.26,late
1250,94,2021-01-30,2021-01-31,855.86,855.86,488.1,367.76,57.44,late
1251,95,2016-07-21,2016-07-30,223.39,223.39,137.62,85.77,55.24,late
1252,95,2016-08-20,2016-08-20,223.39,223.39,101.23,122.16,0.0,paid
1253,95,2016-09-19,2016-09-19,223.39,223.39,163.06,60.33,0.0,on_time
1254,95,2016-10-19,2016-10-19,223.39,223.39,136.97,86.42,0.0,paid
1255,95,2016-11-18,2016-11-18,223.39,223.39,138.93,84.46,0.0,on_time
1256,95,2016-12-18,2016-12-24,223.39,223.39,174.06,49.33,64.55,late
1257,95,2017-01-17,2017-01-17,223.39,223.39,147.67,75.72,0.0,paid
1258,95,2017-02-16,2017-02-16,223.39,223.39,144.92,78.47,0.0,paid
1259,95,2017-03-18,,223.39,,,,17.19,missed
1260,95,2017-04-17,2017-05-02,223.39,223.39,100.4,122.99,30.72,late
1261,95,2017-05-17,2017-05-17,223.39,223.39,150.51,72.88,0.0,on_time
1262,95,2017-06-16,2017-06-29,223.39,223.39,170.86,52.53,39.17,late
1263,95,2017-07-16,2017-07-16,223.39,223.39,89.65,133.74,0.0,on_time
1264,95,2017-08-15,2017-08-15,223.39,223.39,104.29,119.1,0.0,paid
1265,95,2017-09-14,2017-10-01,223.39,223.39,174.88,48.51,15.43,late
1266,95,2017-10-14,2017-10-14,223.39,223.39,100.01,123.38,0.0,on_time
1267,95,2017-11-13,2017-11-24,223.39,223.39,131.96,91.43,44.96,late
1268,95,2017-12-13,2017-12-13,223.39,223.39,99.22,124.17,0.0,on_time
1269,95,2018-01-12,2018-01-12,223.39,223.39,122.49,100.9,0.0,on_time
1270,96,2017-08-12,2017-08-12,435.91,435.91,230.36,205.55,0.0,paid
1271,96,2017-09-11,2017-09-11,435.91,435.91,333.33,102.58,0.0,on_time
1272,96,2017-10-11,2017-10-11,435.91,435.91,187.77,248.14,0.0,on_time
1273,96,2017-11-10,2017-11-10,435.91,435.91,327.2,108.71,0.0,on_time
1274,96,2017-12-10,2017-12-10,435.91,435.91,223.72,212.19,0.0,paid
1275,96,2018-01-09,2018-01-09,435.91,435.91,321.81,114.1,0.0,on_time
1276,96,2018-02-08,2018-02-08,435.91,435.91,188.29,247.62,0.0,on_time
1277,96,2018-03-10,2018-03-10,435.91,435.91,191.22,244.69,0.0,on_time
1278,96,2018-04-09,2018-04-09,435.91,435.91,208.98,226.93,0.0,on_time
1279,96,2018-05-09,2018-05-09,435.91,435.91,298.16,137.75,0.0,on_time
1280,97,2023-06-29,2023-07-16,466.34,466.34,257.78,208.56,37.63,late
1281,97,2023-07-29,2023-08-01,466.34,466.34,326.26,140.08,50.58,late
1282,97,2023-08-28,2023-08-28,466.34,466.34,292.14,174.2,0.0,paid
1283,97,2023-09-27,2023-10-07,466.34,466.34,315.75,150.59,74.05,late
1284,97,2023-10-27,,466.34,,,,42.41,missed
1285,97,2023-11-26,2023-11-26,466.34,466.34,304.24,162.1,0.0,on_time
1286,97,2023-12-26,2023-12-26,466.34,466.34,273.27,193.07,0.0,paid
1287,97,2024-01-25,2024-01-25,466.34,466.34,331.64,134.7,0.0,paid
1288,97,2024-02-24,2024-02-24,466.34,466.34,225.4,240.94,0.0,paid
1289,97,2024-03-25,2024-03-25,466.34,466.34,288.06,178.28,0.0,paid
1290,97,2024-04-24,2024-04-24,466.34,466.34,280.36,185.98,0.0,on_time
1291,97,2024-05-24,2024-06-09,466.34,466.34,221.52,244.82,66.88,late
1292,97,2024-06-23,2024-06-23,466.34,466.34,259.43,206.91,0.0,paid
1293,97,2024-07-23,2024-07-23,466.34,466.34,356.04,110.3,0.0,on_time
1294,97,2024-08-22,2024-08-22,466.34,466.34,282.99,183.35,0.0,on_time
1295,97,2024-09-21,,466.34,,,,50.4,missed
1296,97,2024-10-21,2024-10-21,466.34,466.34,364.74,101.6,0.0,on_time
1297,97,2024-11-20,2024-11-20,466.34,466.34,277.74,188.6,0.0,on_time
1298,97,2024-12-20,2024-12-20,466.34,466.34,259.23,207.11,0.0,on_time
1299,97,2025-01-19,,466.34,,,,56.31,missed
1300,97,2025-02-18,2025-02-18,466.34,466.34,254.65,211.69,0.0,on_time
1301,97,2025-03-20,2025-03-26,466.34,466.34,280.78,185.56,70.13,late
1302,97,2025-04-19,,466.34,,,,69.49,missed
1303,98,2017-07-05,2017-07-05,58.41,58.41,32.58,25.83,0.0,paid
1304,98,2017-08-04,,58.41,,,,22.78,missed
1305,98,2017-09-03,2017-09-03,58.41,58.41,23.87,34.54,0.0,on_time
1306,98,2017-10-03,2017-10-03,58.41,58.41,40.42,17.99,0.0,paid
1307,98,2017-11-02,2017-11-02,58.41,58.41,34.87,23.54,0.0,paid
1308,99,2021-07-03,,2869.19,,,,19.53,missed
1309,99,2021-08-02,2021-08-02,2869.19,2869.19,2268.48,600.71,0.0,paid
1310,99,2021-09-01,2021-09-13,2869.19,2869.19,1304.72,1564.47,31.41,late
1311,99,2021-10-01,2021-10-01,2869.19,2869.19,1944.81,924.38,0.0,paid
1312,99,2021-10-31,2021-10-31,2869.19,2869.19,2283.45,585.74,0.0,paid
1313,99,2021-11-30,2021-11-30,2869.19,2869.19,1379.24,1489.95,0.0,paid
1314,99,2021-12-30,2021-12-30,2869.19,2869.19,1637.89,1231.3,0.0,paid
1315,99,2022-01-29,2022-01-29,2869.19,2869.19,1378.54,1490.65,0.0,on_time
1316,99,2022-02-28,2022-02-28,2869.19,2869.19,1414.17,1455.02,0.0,on_time
1317,99,2022-03-30,2022-03-30,2869.19,2869.19,2098.4,770.79,0.0,paid
1318,99,2022-04-29,2022-04-29,2869.19,2869.19,1770.47,1098.72,0.0,paid
1319,99,2022-05-29,2022-05-29,2869.19,2869.19,1217.02,1652.17,0.0,paid
1320,99,2022-06-28,2022-06-28,2869.19,2869.19,1205.52,1663.67,0.0,paid
1321,99,2022-07-28,2022-08-13,2869.19,2869.19,1244.99,1624.2,16.72,late
1322,100,2018-08-21,2018-08-21,316.8,316.8,164.4,152.4,0.0,paid
1323,100,2018-09-20,2018-09-20,316.8,316.8,159.72,157.08,0.0,paid
1324,100,2018-10-20,,316.8,,,,38.1,missed
1325,101,2018-05-19,2018-05-19,413.82,413.82,191.92,221.9,0.0,paid
1326,101,2018-06-18,2018-06-18,413.82,413.82,292.98,120.84,0.0,on_time
1327,101,2018-07-18,2018-07-18,413.82,413.82,301.04,112.78,0.0,paid
1328,101,2018-08-17,2018-08-17,413.82,413.82,190.63,223.19,0.0,on_time
1329,101,2018-09-16,2018-09-16,413.82,413.82,264.16,149.66,0.0,paid
1330,101,2018-10-16,2018-10-16,413.82,413.82,243.56,170.26,0.0,paid
1331,101,2018-11-15,2018-11-15,413.82,413.82,321.35,92.47,0.0,paid
1332,101,2018-12-15,2019-01-04,413.82,413.82,294.5,119.32,43.37,late
1333,101,2019-01-14,2019-01-14,413.82,413.82,296.08,117.74,0.0,on_time
1334,101,2019-02-13,2019-02-13,413.82,413.82,230.47,183.35,0.0,on_time
1335,101,2019-03-15,2019-03-15,413.82,413.82,193.36,220.46,0.0,paid
1336,102,2022-04-28,2022-04-28,195.69,195.69,100.79,94.9,0.0,on_time
1337,102,2022-05-28,2022-05-28,195.69,195.69,102.56,93.13,0.0,paid
1338,102,2022-06-27,2022-06-27,195.69,195.69,115.03,80.66,0.0,on_time
1339,102,2022-07-27,,195.69,,,,67.02,missed
1340,102,2022-08-26,2022-08-26,195.69,195.69,115.78,79.91,0.0,paid
1341,103,2023-12-13,2023-12-22,195.44,195.44,80.22,115.22,52.47,late
1342,103,2024-01-12,,195.44,,,,16.42,missed
1343,103,2024-02-11,,195.44,,,,66.27,missed
1344,104,2022-10-06,2022-10-06,570.04,570.04,245.47,324.57,0.0,on_time
1345,104,2022-11-05,2022-11-05,570.04,570.04,232.75,337.29,0.0,on_time
1346,104,2022-12-05,2022-12-05,570.04,570.04,259.33,310.71,0.0,on_time
1347,104,2023-01-04,2023-01-07,570.04,570.04,295.24,274.8,58.6,late
1348,104,2023-02-03,,570.04,,,,61.4,missed
1349,104,2023-03-05,2023-03-05,570.04,570.04,301.46,268.58,0.0,paid
1350,104,2023-04-04,2023-04-04,570.04,570.04,368.05,201.99,0.0,on_time
1351,104,2023-05-04,2023-05-04,570.04,570.04,379.51,190.53,0.0,paid
1352,105,2023-01-04,2023-01-21,657.85,657.85,308.14,349.71,36.89,late
1353,105,2023-02-03,2023-02-03,657.85,657.85,294.03,363.82,0.0,on_time
1354,105,2023-03-05,2023-03-05,657.85,657.85,416.51,241.34,0.0,paid
1355,105,2023-04-04,2023-04-04,657.85,657.85,453.55,204.3,0.0,on_time
1356,105,2023-05-04,2023-05-08,657.85,657.85,443.89,213.96,57.39,late
